reg_type,addr,descrip
A32,111,Space character (optional)
A32,112,Description
A32,113,
A32,114,
A32,115,
A32,116,
A32,117,
A32,118,
A32,119,
U16,120,User message
U16,121,
U24,122,
U24,123,
U16,124,
U16,124,
U16,125,
U16,126,
U32,127,
U32,128,
U16,129,
U16,130,
U16,131,
U16,132,
U16,133,
U16,134,
U16,135,Device type code
U16,136,Manufacturer I.D.
U16,137,HART device I.D. number
U16,138,
U16,139,Digital Communication Fault Action code (See dig. comm.. Fault action table)
U16,140,RFT9739 fault code
F32,141,Bit #0 – Primary mA output saturated (420 bit 0)
F32,142,Bit #1 – Secondary mA output saturated (420 bit 1)
F32,143,Bit #2 – Primary mA output fixed (420 bit 2)
F32,144,Bit #3 – Secondary mA output fixed (420 bit 3)
F32,145,Bit #4 – Density out of limits (420 bit 4)
F32,146,Bit #5 – Drive gain over-range (420 bit 5)
F32,147,Bit #6 – Status Error Cleared
F32,148,Bit #7 – External Input Failure (420 bit 7)
F32,149,Bit #7 – Milliamp input error
F32,150,Bit #8 – (E)EPROM checksum failure (Core or 9739) (Config data) (420 bit 8)
F32,151,Bit #9 – RAM Error (Core or 9739) (420 bit 9)
F32,152,Bit #10 – Sensor Not Responding (No Tube Interrupt) (420 bit 10)
F32,153,Bit #11 – Temperature sensor failure (419 bit 4 or 420 bit 11)
F32,154,Bit #12 – Input over-range (420 bit 12)
F32,155,Bit #13 – Frequency Output Saturated (420 bit 13)
F32,156,Bit #14 – Transmitter not configured (420 bit 14)
F32,157,Bit #15 – Real‑time interrupt failure (420 bit 15)
F32,157,Bit #0 – Burst mode enabled (421 bit 0)
F32,158,Bit #1 – Power reset occurred (421 bit 1)
F32,158,Bit #2 – Self-calibration in progress (421 bit 2)
F32,159,Bit #3 – Security Breach
F32,160,Bit #4 – Display Read-back Error
F32,161,Bit #5 – Event 2 On (421 bit 5)
F32,162,Bit #6 – Event 1 On (421 bit 6)
F32,163,Bit #7 – Undefined
F32,164,Bit #8 – Zeroing operation failure (421 bit 8)
F32,165,Bit #9 – Zero value too low (421 bit 9)
F32,166,Bit #10 – Zero value too high (421 bit 10)
F32,167,Bit #11 – Zero too noisy (421 bit 11)
F32,168,Bit #12 – Transmitter electronics failure (421 bit 12)
F32,169,Bit #13 – Possible Data Loss (Totals / Inventories Questionable) (421 bit 13)
F32,170,Bit #14 – Calibration in progress (421 bit 14)
F32,171,Bit #15 – Slug flow (421 bit 15)
F32,172,Sensor serial number       NOTE: HART supports only the lower three bytes and
F32,173,as such ProLink v2.8 Sensor tab (Sensor s/n) displays the lower 24 bits
F32,174,Flange type
F32,175,Sensor material
F32,176,Liner material
F32,177,Base mass unit for special mass unit
F32,178,Base time unit for special mass unit
F32,179,Base volume unit for special volume unit
F32,180,Base time unit for special volume unit
F32,181,"Maximum zeroing time (unlike the 9739, in units of seconds)"
F32,182,Event 1 variable assignment
F32,183,Event 2 variable assignment
F32,184,Event 1 type (high=1/low=2)
F32,185,Event 2 type (high=1/low=2)
F32,186,Slug duration (seconds) – How long flow stays at LMV before going to 0
F32,187,
F32,188,Primary mA output fixed current (milliamps)
F32,189,
F32,190,Secondary mA output fixed current (milliamps)
F32,191,
F32,192,Fixed frequency (Hertz) (Survives a power cycle on 700 only)
F32,193,
F32,194,Low Density Cutoff (High Density Cutoff for Orion Gas Density)
F32,195,
F32,196,"Value of Temperature (degC) associated with Slope/Offset cals (coils 15,16)"
F32,197,
F32,198,Line-condition viscosity of fluid used for viscosity calibration
F32,199,
F32,200,Density 1 (g/cc)
F32,201,
F32,202,Density 2 (g/cc)
F32,203,
F32,204,RFT9739 density for third-point density calibration (g/cc)
F32,205,
F32,206,Density calibration constant 1 (msec)
F32,207,
F32,208,Density calibration constant 2 (msec)
F32,209,
F32,210,Density temperature coefficient
F32,211,
F32,212,High mass flow limit of sensor
F32,213,
F32,214,High temperature limit of sensor
F32,215,
F32,216,High density limit of sensor
F32,217,
F32,218,High volume flow limit of sensor
F32,219,
F32,220,Low mass flow limit of sensor
F32,221,
F32,222,Low temperature limit of sensor
F32,223,
F32,224,Low density limit of sensor
F32,225,
F32,226,Low volume flow limit of sensor
F32,227,
F32,228,Mass flow minimum range
F32,229,
F32,230,Temperature minimum range
F32,231,
F32,232,Density minimum range
F32,233,
F32,234,Volume flow minimum range
F32,235,
F32,235,Flow rate internal damping (seconds)
F32,236,
F32,236,Temperature internal damping (seconds)
F32,237,
F32,238,Density internal damping (seconds)
F32,239,
F32,240,Mass flow cutoff for digital outputs and internal totals
F32,241,
F32,242,Volume flow cutoff for digital outputs and internal totals
F32,243,
F32,244,High density limit (g/cc)
F32,245,
F32,246,Low density limit (g/cc)
F32,247,
F32,248,Primary mA output present current (milliamps)
F32,249,
F32,250,Added damping on primary mA output (seconds)
F32,251,
F32,252,"Flow cutoff for primary mA output -- Mass and Volume Flow, Velocity for Orion Tube Density, Standard Volume Flow, Net Mass Flow, and Net Volume Flow for any transmitter with these variables available, and gas standard volume flow whenver it is enabled."
F32,253,
F32,254,Primary variable at 20 mA
F32,255,
F32,255,Primary variable at 4 mA  (12mA for 2200)
F32,256,
F32,256,Secondary mA output present current (milliamps)
F32,257,
F32,257,Added damping on secondary mA output (seconds) 
F32,258,
F32,258,"Flow cutoff for secondary mA output   -- Mass and Volume Flow, Velocity for Orion Tube Density, Standard Volume Flow, Net Mass Flow, and Net Volume Flow for any transmitter with these variables available, and gas standard volume flow whenver it is enabled."
F32,259,
F32,260,Secondary variable at 20 mA 
F32,261,
F32,262,Secondary variable at 4 mA (or 0 mA for RFT9639)
F32,263,
F32,264,Frequency Output frequency (Hz) or number of pulses
F32,265,
F32,266,Frequency Output flow rate or total
F32,267,
F32,268,"Frequency output maximum pulse width (milliseconds, 0=square wave)"
F32,269,
F32,270,Present output frequency (Hertz)
F32,271,
F32,272,Standard deviation of auto zero  (units of uSec)
F32,273,
F32,274,Present flow signal offset at zero flow (mechanical zero)  (units of uSec)
F32,275,
F32,276,Failed DensCal/TempCal/ZeroCal Value (valid only if last Cal failed)
F32,277,
F32,277,Flow meter zeroing standard deviation limit
F32,278,
F32,278,Special mass unit conversion factor
F32,279,
F32,280,Special volume unit conversion factor
F32,281,
F32,282,Event 1 set-point (units follow event variable assignment)
F32,283,
F32,284,Event 2 set-point (units follow event variable assignment)
F32,285,
F32,286,"1 – (E)EPROM checksum failure (including Core, if applicable) (reg. 1 bit 1)"
F32,287,"2 – RAM diagnostic failure (including Core, if applicable)"
F32,288,4 – Sensor failure (419 bit 3 or 420 bit 10)
F32,289,8 – Temperature sensor failure (419 bit 4 or 420 bit 11)
F32,290,16 – Input over-range (420 bit 12)
F32,291,32 – Frequency Output Saturated (420 bit 13)
F32,292,64 – Transmitter not configured (420 bit 14)
F32,293,128 – Real‑time interrupt failure (420 bit 15)
F32,294,256 – Primary mA output saturated (420 bit 0)
U16,295,512 – Secondary mA output saturated (420 bit 1)
U16,296,1024 – Primary mA output fixed (420 bit 2)
U16,297,2048 – Secondary mA output fixed (420 bit 3)
A8,298,4096 – Density out of limits (420 bit 4)
A8,299,8192 – Zeroing operation failure (421 bit 8 or 419 bit 5)
A8,300,16384 – Zero value too low (421 bit 9)
A8,301,
U16,302,65536 – Transmitter electronics failure (421 bit 12)
U16,302,131072 – Zero in progress (421 bit 14)
F32,303,262144 – Slug flow (421 bit 15)
F32,304,524288 – Power reset occurred (421 bit 1)
F64,305,1048576 – Transmitter configuration changed
F64,306,2097152 – Transmitter Initializing/ Warming Up  (Low Power Fault) (419 bit 7 or 421 bit 2)
F64,307,Mass flow rate
F64,308,
F64,309,Density
F64,310,
F64,311,Temperature
F64,312,
U16,313,Volume flow rate
U16,314,
U32,315,Viscosity
U32,316,
F32,317,Undefined
F32,318,
F32,319,Differential Pressure
F32,320,
F32,321,(Internally Derived) Pressure
F32,322,
F32,323,Mass total
F32,324,
F32,325,Volume total
F32,326,
F32,327,Mass inventory
F32,328,
F32,329,Volume inventory
F32,330,
F32,331,Pressure correction factor for flow
F32,332,
F32,333,Pressure correction factor for density
F32,334,
F32,335,Flow calibration pressure
F32,336,
F32,337,maI Source value at 4 mA
F32,338,
F32,339,maI Source value at 20 mA
F32,340,
F32,341,Density Value for FD calibration 
F32,342,
F32,343,Constant for third-point density calibration (Version 2 to 3.5 RFT9739)
F32,343,
F32,344,Mass Rate Factor
F32,344,
F32,345,Volume Rate Factor
F32,345,
F32,346,Density Factor
F32,346,
F32,347,Raw Tube Frequency (Hz) 
F32,347,
F32,348,Left Pickoff Voltage (Volts) (Single piezo for Orion forks)
F32,348,
F32,349,Right Pickoff Voltage (Volts)
U16,349,
U16,350,"Drive Gain  (Volts for 9739 and 3000 v5.x and prior, Percent for all others)"
U16,350,
U16,351,Live Zero (MassFlow)
U16,352,
U16,353,Security event configuration register  [Gen5 Sdcard diagnostic register]
U16,354,Security event calibration register
F32,355,Mass Flow Live Zero Flow
F32,356,Polling Tag #1 (pressure input host for 9739)
F32,357,
F32,358,
F32,359,
F32,360,Polling Control Code #1 (refer to polling control code table)
U16,361,Pressure value receiving method (refer to pressure input codes table)
U16,362,Density “FD” calibration
U16,363,
U16,364,Most significant word for binary mass total
U16,365,High-order word for binary mass total
U16,366,Low-order word for binary mass total
F32,367,Least significant word for binary mass total
F32,368,Most significant word for binary volume total
F32,369,High-order word for binary volume total
F32,370,Low-order word for binary volume total
F32,371,Least significant word for binary volume total
F32,372,"MODBUS Slave address (limited to 1-15,32-47,64-79, or 96-110 unless ASCII disabled for 700 and Pegasus products)"
F32,373,Last Measured Value Fault Timeout (seconds)
F32,374,Core Processor Firmware Checksum
F32,375,
F32,376,Flow Rate Switch Hysteresis 
F32,377,
F32,378,API Reference Temp 
F32,379,"(Typically 60F/15C, can be modified with this register pair)"
F32,380,Undefined
F32,381,
F32,382,"API Thermal Expansion Coeff (TEC, used for even tables)"
F32,383,
F32,384,Temperature/Pressure-corrected density
F32,385,
F32,386,Vapor pressure at reference temperature
F32,387,
F32,387,Combined Temperature and Pressure Correction Factor (CTPL)
F32,388,
F32,388,Temperature/Pressure‑corrected volumetric flow
F32,389,
F32,389,Temperature/Pressure‑corrected volumetric total
F32,390,
F32,390,Temperature/Pressure‑corrected volumetric inventory
U16,391,
U16,392,Weighted Average Batch Observed Density
F32,393,
F32,394,Weighted Average Batch Observed Temperature
F32,395,
F32,396,Weighted Average Batch Temp-Corrected Density (Bunkering)
F32,397,
F32,398,2nd Mass total
U16,399,
U16,400,2nd Volume total
F32,401,
F32,402,2nd GSV  total
F32,403,
F32,404,2nd Flow direction  (see flow direction codes)
F32,405,
F32,406,GVF Hi/Lo Threshold
F32,407,Only for v3.91 ETO 800 NOC
F32,408,Line Density (Net) Oil -- fixed SGU units
F32,409,Only for v3.91 ETO 800 NOC
F32,410,Line Density (Net) Oil -- fixed API units
F32,411,Only for v3.91 ETO 800 NOC
F32,412,Volume Total - Line - No TBR
F32,413,Only for v3.91 ETO 800 NOC
F32,414,API 2540 CTL Table Type (see CTL Code Table)
F32,415,"Configuration Change Counter incremented for all config writes through any interface (i.e. HART, Modbus, Local Display, etc).  Only 0 can be written (to clear it)"
F32,416,Host Locked Status - 1 indicates that host cannot write to configuration data
F32,417,Bit #0 - Write Protect Switch (reads state of write protect switch - not writable)
F32,418,Bit #1 - HART Primary Master
U16,419,Bit #2 - HART Secondary Master
U16,420,Bit #3 - Modbus User Port
U16,421,Bit #4 - unused
U16,422,Bit #5 - Modbus Service Port
U16,423,Bit #6 - Local Display
U16,424,Bit #7 - Wi-Fi
A16,425,Bit #8 - Ethernet
A16,426,Bit #9 - BLE
A16,427,Bit #10 - Bit #15 - unused 
A16,428,User-Volume-Total Units
A16,429,mAI Actual current being measured
A16,430,
A16,431,"Primary mAO Lower Point ( 0 for 0-20 mA operation, 4 for 4-20 )"
A16,432,
U16,433,"Secondary mAO Lower Point ( 0 for 0-20 mA operation, 4 for 4-20 )"
U16,434,
F32,435,Sensor Index (Service Port)
F32,436,Sensor Index (RS485 Port)
F32,437,Switch Status register-Four numbers for two switches all status 
F32,438,Drive Switch 
F32,439,"TimeStamp  (200 uSec, rolls over every 13.1072 Sec)"
F32,440,"DSP Basic Calculation Update Rate (Hz, 20 or 100 Hz)"
F32,441,DeltaT  (Secs)
F32,442,
F32,443,Tube Period  (Secs)
F32,444,
F32,445,Temperature – “Line RTD” (Std RTD on all sensors)  (degC)
F32,446,
F32,447,Temperature – “Case/Meter RTD” (Extra RTD on T-Series)   (degC)
F32,448,
F32,449,Drive target ( D/A Counts 0..1023 (lo) or 16384-17405 (hi) )
F32,450,
F32,451,Drive DAC counts ( D/A Counts 0..1023 (lo) or 16384-17405 (hi)  )
F32,452,
F32,453,LPO filtered amplitude  (Volts)
F32,453,
F32,454,RPO filtered amplitude  (Volts)
F32,454,
F32,455,Board Temperature (degC)
F32,456,
F32,457,Input Voltage  (Volts)
F32,458,
F32,459,Drive P coefficient
F32,460,
F32,461,Actual Drive P coefficient
F32,462,
F32,463,Drive I coefficient
F32,464,
F32,465,Actual Drive I coefficient
F32,466,
F32,467,"MDAC Gain Override  (D/A Counts, put @ 0xFFFF to disable)"
F32,468,"PGA Gain Override (put @ 0xFFFF to disable, 30h=0db)"
F32,469,"Actual Target Frequency  (Hz) (Pre 700 2.1, Actual & Override) "
F32,470,
F32,471,"Actual Target Amplitude  (mV/Hz) (Pre 700 2.1, Actual & Override) "
F32,472,
F32,473,Reciprocal of Actual Codec Gain (Gen5: Xmtr Board Temp)
F32,474,
F32,475,Sensor Failure Timeout Time (1/16 Sec Units)
F32,476,Sensor Failure Status Bits
U32,477,Bit #0 –  Low Amplitude
U32,478,Bit #1 –  Clip Flag
U32,479,Bit #2 –  Freq OOR
U32,480,Bit #3 –  Amplitude Mismatch
U32,481,Bit #4 – Phase OOR
U32,482,Drive Current (mA)
U32,483,
U32,484,Override Target Freq (Hz) (set to 0 to disable)
U32,485,
U32,486,Override Target Amplitude (mV/Hz) (set to 0 to disable)
U32,487,
U32,488,Altus-Compatibility Flow calibration factor (FCF)
U32,489,
U32,490,Altus-Compatibility Temperature coefficient for flow  (FT)
U32,491,
U32,492,Altus-Compatibility Tempcal Slope (Read Only for CDM)
U32,493,
U32,494,Altus-Compatibility Tempcal Offset
U32,495,
U32,496,Altus-Compatibility Viscal Slope
U16,497,
U16,498,Altus-Compatibility Viscal Intercept
U16,499,
U16,500,"Bit #0 – Core EEPROM Checksum Error (Config, Powerdown, Program)"
U16,501,Bit #1 – Core RAM Test Error
U16,502,Bit #2 – Real-Time Interrupt Failure
F32,503,Bit #3 – Sensor Failure (A3)
F32,504,Bit #4 – Temperature Sensor Out-of-Range  (A4 – 80x)
F32,505,"Bit #5 – Calibration Failure (Autozero, Density, Temperature)"
F32,506,Bit #6 – Other Failure
F32,507,Bit #7 – Transmitter Initializing/Warming Up (Low Power Fault)
F32,508,Bit #8 – PV Out-Of-Limits
F32,509,Bit #9 – Non-PV Out-Of-Limits
F32,510,Bit #10 – Simulation Mode Active (A132)
F32,511,Bit #11 – ELDO EEPROM Error (A148)
F32,512,Bit #12 – Watchdog Error
F32,513,Bit #13 – Cold Start  (HART bit)
F32,514,Bit #14 – Transmitter Configuration Changed (HART bit)
F32,515,Bit #15 – Fault (Failure has occurred which affects accuracy)
F32,516,Bit #0 – Primary mA Output Saturated (A100)
F32,517,Bit #1 – Secondary mA Output Saturated (A113)
F32,518,Bit #2 – Primary mA Output Fixed (A101)
F32,519,Bit #3 – Secondary mA Output Fixed (A114)
F32,520,Bit #4 – Density Outside Limits (A8)
U16,521,Bit #5 – Drive Over-Range (A102)
U16,522,Bit #6 – PIC/Daughterboard Communication Failure (A29)
U16,523,Bit #7 – External Input Failure (A115)
U16,524,"Bit #8 – Core EEPROM Checksum Error (Config, Powerdown, Program) (A1)"
U16,525,Bit #9 – Core RAM Error (A2)
U16,526,Bit #10 – Sensor Not Responding (No Tube Interrupt) (A3 – 80x)
U16,527,Bit #11 – Temperature Sensor Out-of-Range (A4)
U16,528,Bit #12 – Input Over-Range (A5)
U16,529,Bit #13 – Frequency Output Saturated (A110)
U16,530,Bit #14 – Transmitter Not Characterized (Flocal or Sensor Type) (A6)
F32,531,Bit #15 – Real-Time Interrupt Failure (A7)
F32,532,Bit #0 – Burst Mode Enabled (A106) (AI Simulate enabled on 2700 PA v2.2)
F32,533,Bit #1 – Power Reset Occurred (A107)
F32,534,Bit #2 – Transmitter Initializing/Warming Up (Low Power Fault) (A9)
F32,535,Bit #3 – Sensor/Xmtr Communication Failure (A28)
F32,536,"Bit #4 – Paper Out (A130) Note: For Neptune, Default Cal factor is loaded (A149)"
F32,537,Bit #5 – Event #2 Triggered (A108)
F32,538,Bit #6 – Event #1 Triggered (A109)
F32,539,Bit #7 – Sensor/Xmtr Communication Failure (A26)
F32,540,"Bit #8 – Calibration Failure (Autozero, Density, Temperature) (A10)"
F32,541,"Bit #9 – Excess Calibration Correction, Autozero too Low (A11)"
F32,542,"Bit #10 – Excess Calibration Correction, Autozero too High (A12)"
F32,543,Bit #11 – Process too Noisy to Perform Auto Zero (A13)
F32,544,Bit #12 – Transmitter Failed (A14)
F32,545,Bit #13 – Data Loss Possible  (Totals+Inventories Questionable) (A103)
F32,546,"Bit #14 – Calibration-In-Progress (Autozero, Density, Temperature) (A104)"
F32,547,Bit #15 – Slug Flow (A105)
F32,548,Bit #0 – API.VCF:  Temperature Outside Standard Range (A116)
F32,549,Bit #1 – API.VCF:  Line Density Outside Standard Range (A117)
F32,550,Bit #2 – Line RTD Temperature Out-Of-Range (A16)
F32,551,Bit #3 – Case/Meter RTD Temperature Out-Of-Range (A17)
F32,552,"Bit #4 – Flow Direction (0=Forward/Zero, 1=Reverse)"
F32,553,Bit #5 – Factory Configuration Data Is Invalid
F32,554,Bit #6 – Enhanced Density: Unable to fit curve data (A120)
F32,555,Bit #7 – Last Measured Value Override Active
F32,556,Bit #8 – Enhanced Density Extrapolation Alarm (A121)
A12,557,Bit #9 – Cal Factors Unentered (Flocal Mandatory) (A20)
A12,558,Bit #10 – 1000/2000/3000 EEPROM Checksum Error (A18)
A12,559,Bit #11 – 1000/2000/3000 RAM Test Error (A19)
A12,560,Bit #12 – Unrecognized/Unentered Sensor Type (K1 Manditory) (A21) Note: for Orion manditory cal factors depend on platform
A12,561,Bit #13 – Core configuration database corrupt (A22)
A12,562,Bit #14 – Core powerdown totals corrupt (A23)
U16,563,Bit #15 – Core program corrupt (A24)
U16,564,Bit #0 – Core Protected Boot Sector Fault (invalid/corrupt application) (A25)
U16,565,Bit #1 – Series 1000/2000/3000 Software Upgrade Recommended (A112)
U16,566,Bit #1 – Data Bad (Used in conjunction with LMV)
U16,567,Bit #2 – Frequency Output Fixed (A111)
U16,568,"Bit #2 – Sensor Error, Pre-Timeout"
U16,569,Bit #3 – Primary mA Readback Failure
U16,570,Bit #3 – Bunkering Density Out of Range (A143)
F32,571,"Bit #4 – DO1 Status (0=OFF, 1=ON)"
F32,572,"Bit #5 – DO2 Status (0=OFF, 1=ON)"
A8,573,Bit #6 – Dens T-Series D3 Calibration-in-Progress
A8,574,Bit #7 – Dens T-Series D4 Calibration-in-Progress
A8,575,"Bit #8 – DO3 Status (0=OFF, 1=ON)"
A8,576,"Bit #9 – DO4 Status (0=OFF, 1=ON)"
F32,577,Bit #9 – Bunkering Temperature Out of Range (A142)
F32,577,Bit #10 – Temp Slope Calibration-in-Progress [Gen5 N/A]
F32,577,Bit #11 – Temp Zero Calibration-in-Progress [Gen5 N/A]
F32,578,Bit #12 – Dens FD Calibration-in-Progress
F32,578,Bit #13 – Dens D2 Calibration-in-Progress
F32,578,Bit #14 – Dens D1 Calibration-in-Progress
F32,579,Bit #15 – Mechanical Zero Calibration-in-Progress
F32,579,"Bit #0 – Discrete Input 1 Status (0=OFF, 1=ON)"
F32,579,"Bit #1 – Discrete Input 2 Status (0=OFF, 1=ON)"
F32,580,Bit #1 – Viscosity Out of Limits (A36) - orion
F32,580,Bit #2 – Discrete Output 1 Fixed (A118)
F32,580,Bit #3 – Discrete Output 2 Fixed (A119)
F32,581,Bit #3 - Sensor Check Fail (A37) - orion
F32,581,Bit #4 – Discrete Output 3 Fixed  (A122)
F32,581,Bit #4 - API Pressure Out of Range (A122) - orion
F32,582,Bit #5 – Discrete Output 4 Fixed  (A123)
F32,582,Bit #5 - Incorrect Display Type (A136) - orion
F32,582,Bit #6 – Security Breach (A27)
A8,583,Bit #7 – Frequency Input Saturated (A124)
F32,583,Bit #0 – Custody Transfer Database CRC
F32,583,Bit #1 – Custody Transfer Database CRC
F32,584,Bit #2 – Custody Transfer Database CRC
F32,584,Bit #3 – Custody Transfer Database CRC
F32,584,Bit #4 – Custody Transfer Database CRC
F32,585,Bit #5 – Custody Transfer Database CRC
F32,585,Bit #6 – Custody Transfer Database CRC
F32,585,Bit #7 – Custody Transfer Database CRC
F32,586,Bit #8 – Discrete Event 1 Status
F32,586,Bit #9 – Discrete Event 2 Status
F32,586,Bit #10 – Discrete Event 3 Status
F32,587,Bit #11 – Discrete Event 4 Status
U16,587,Bit #12 – Discrete Event 5 Status
U16,587,Bit #8 – Discrete Batch: Batch Timeout (A125)
U16,588,Bit #9 – Discrete Batch: Batching
U16,588,Bit #10 – Discrete Batch: Batch End Warn
U16,588,Bit #11 – Discrete Batch: Batch Overrun (A126)
F32,589,Bit #12 – Discrete Batch: Batch Pump
F32,589,Bit #13 – Discrete Batch: Batch Primary Valve
F32,590,Bit #14 – Discrete Batch: Batch Secondary Valve
F32,590,Bit #15 -- Discrete Batch: Start Not Okay
F32,590,Bit #15 – Incorrect Board Type (A30)
F32,591,Sensor Type
U16,591,Sensor Type
U16,591,Sensor Type
U16,592,Sensor Type
U16,592,Sensor Type
U16,592,Sensor Type
U32,593,Sensor Type
U32,593,Sensor Type
U32,594,Bit #0 – K1/FCF Combination Unrecognized
U32,594,Bit #1 – Warming Up
F32,595,Bit #2 – Low Power (A31)
F32,595,Bit #3 – Tube Not Full (A33)
F32,596,Bit #4 – Meter Verification / Outputs in fault or Outputs at last value (A32)
F32,596,Bit #5 – Meter Verification In Progress  (A131)
F32,597,Bit #6 – PIC UI EEPROM Error (A133)
F32,597,Bit #6 – Integrity Breach Error (A133)
F32,598,Bit #7 – NVM Initialized (transmitter)
F32,598,Bit #8 – Power Outage (A136)
F32,599,Bit #9 – NOC Measurements Paused (A137)
F32,599,Bit #10 – TBR Active (A138) Gen5: APM Remediation
F32,600,Bit #11 – External Water Cut Out of Range (A139)
F32,600,Bit #12 – TMR Active (A140) Gen5: APM Remediation
F32,601,Bit #13 – One or more DDC Triggers Completed (A141)
F32,601,Bit #14 – Meter Verification failed (A34)
F32,602,Bit #15 – Meter Verification aborted (A35)
F32,602,Bit #0 – Attached core data loss possible
F32,603,Bit #1 – Undefined
F32,603,Bit #2 – Time Period Out of Limits (A38)
F32,604,Bit #3 – Case/Meter Temperature Differential Out of Range (A134)
F32,604,Bit #4 –  API algorithm non=convergence
F32,605,Bit #5 –  Time Period out of flow fomputer range (less than 250 Hz)
F32,605,Bit #6 – Undefined
F32,606,Bit #7 –  Undefined
F32,606,Bit #8 – Undefined
